Menu ID,Stall Location,Menu TH,Menu EN,Price (Baht),Regional Cuisine,Cooking Method,Food Type,Other details,Main Ingredients, Hidden Ingredients,Food Picture
40001,40,มะพร้าวนมสดปั่น,Coconut milkshake,40,Tropical,Blended,Beverages,Coconut milkshake (“มะพร้าวนมสดปั่น”),coconut,"sugar, water",
40002,40,มะพร้าวน้ำหอมปั่น,Fragrant coconut smoothie,40,Tropical,Blended,Beverages,Fragrant coconut smoothie (“มะพร้าวน้ำหอมปั่น”),fragrant coconut,"sugar, water",
40003,40,มะพร้าวนมสดเชียปั่น,Coconut milkshake with chia seeds,45,Tropical,Blended,Beverages,Coconut + chia seeds milkshake (“มะพร้าวนมสดเชียปั่น”),"coconut, milk, chia seeds","sugar, water",
40004,40,มะพร้าวนมสดเผือกปั่น,Coconut & taro milkshake,45,Tropical,Blended,Beverages,Coconut & taro milkshake (“มะพร้าวนมสดเผือกปั่น”),"coconut, milk, taro","sugar, water",
40005,40,มะพร้าวนมสดวนิลาปั่น,Coconut & vanilla milkshake,45,Tropical,Blended,Beverages,Coconut & vanilla milkshake (“มะพร้าวนมสดวนิลาปั่น”),"coconut, milk, vanilla flavor","sugar, water",
40006,40,มะพร้าวนมสดชาไทยปั่น,Thai tea coconut milkshake,50,Thai,Blended,Beverages,Thai tea coconut milkshake (“มะพร้าวนมสดชาไทยปั่น”),"coconut, thai tea, milk","sugar, water",
40007,40,มะพร้าวนมสดกาแฟปั่น,Coffee coconut milkshake,50,International,Blended,Beverages,Coffee coconut milkshake (“มะพร้าวนมสดกาแฟปั่น”),"coconut, milk, coffee","sugar, water",
40008,40,มะพร้าวนมสดอะโวคาโดปั่น,Avocado coconut milkshake,60,Tropical,Blended,Beverages,Avocado coconut milkshake (“อะโวคาโดนมสดปั่น”),"avocado, coconut, milk","sugar, water",
40009,40,มะพร้าวนมสดมัจฉะปั่น,Matcha coconut milkshake,60,Japanese/Thai,Blended,Beverages,Matcha coconut milkshake (“มะพร้าวนมสดมัจฉะปั่น”),"matcha, coconut, milk","sugar, water",
40010,40,น้ำส้มโซดา 50%,Orange 50% soda,19,Thai,"Mixed, Sparkling",Beverages,Orange 50% soda (“น้ำส้มโซดา 50%”),"orange juice, soda","sugar, carbonated water",
40011,40,น้ำส้มโซดา 100%,Orange 100% soda,35,Thai,"Mixed, Sparkling",Beverages,Orange 100% soda (“น้ำส้มโซดา 100%”),"orange juice, soda","sugar, carbonated water",
40012,40,น้ำพีชโซดา 50%,Peach 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Peach 50% soda (“น้ำพีชโซดา 50%”),"peach syrup, soda","sugar, carbonated water",
40013,40,น้ำพีชโซดา 100%,Peach 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Peach 100% soda (“น้ำพีชโซดา 100%”),"peach juice, soda",carbonated water,
40014,40,น้ำมิ้นท์โซดา 100%,Mint 100% soda,35,Thai,"Mixed, Sparkling",Beverages,Mint 100% soda (“น้ำมิ้นท์โซดา”),soda,"sugar, carbonated water",
40015,40,น้ำลิ้นจี่โซดา 50%,Lychee 50% soda,19,Asian/Thai,"Mixed, Sparkling",Beverages,Lychee 50% soda (“น้ำลิ้นจี่โซดา 50%”),"lychee flavor, soda","sugar, carbonated water",
40016,40,น้ำลิ้นจี่โซดา 100%,Lychee 100% soda,35,Asian/Thai,"Mixed, Sparkling",Beverages,Lychee 100% soda (“น้ำลิ้นจี่โซดา 100%”),"lychee juice, soda",carbonated water,
40017,40,น้ำองุ่นโซดา 50%,Grape 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Grape 50% soda (“น้ำองุ่นโซดา 50%”),"grape flavor, soda","sugar, carbonated water",
40018,40,น้ำองุ่นโซดา 100%,Grape 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Grape 100% soda (“น้ำองุ่นโซดา 100%”),"grape juice, soda",carbonated water,
40019,40,น้ำมะนาวโซดา 50%,Lime 50% soda,19,Thai,"Mixed, Sparkling",Beverages,Lime 50% soda (“น้ำมะนาวโซดา 50%”),"lime juice, soda","sugar, carbonated water",
40020,40,น้ำมะนาวโซดา 100%,Lime 100% soda,35,Thai,"Mixed, Sparkling",Beverages,Lime 100% soda (“น้ำมะนาวโซดา 100%”),"lime juice, soda",carbonated water,
40021,40,น้ำเสาวรสโซดา 50%,Passion fruit 50% soda,19,Tropical,"Mixed, Sparkling",Beverages,Passion fruit 50% soda (“น้ำเสาวรสโซดา 50%”),"passion fruit juice, soda","sugar, carbonated water",
40022,40,น้ำเสาวรสโซดา 100%,Passion fruit 100% soda,35,Tropical,"Mixed, Sparkling",Beverages,Passion fruit 100% soda (“น้ำเสาวรสโซดา 100%”),"passion fruit juice, soda",carbonated water,
40023,40,น้ำโยเกิร์ตโซดา 50%,Yogurt 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Yogurt 50% soda (“น้ำโยเกิร์ตโซดา 50%”),"yogurt flavor, soda","sugar, carbonated water",
40024,40,น้ำโยเกิร์ตโซดา 100%,Yogurt 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Yogurt 100% soda (“น้ำโยเกิร์ตโซดา 100%”),soda,carbonated water,
40025,40,น้ำเทอคอยส์โซดา 50%,Turquoise 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Turquoise 50% soda (“น้ำเทอคอยส์โซดา 50%”),soda,"sugar, carbonated water",
40026,40,น้ำเทอคอยส์โซดา 100%,Turquoise 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Turquoise 100% soda (“น้ำเทอคอยส์โซดา 100%”),soda,carbonated water,
40027,40,น้ำบลูฮาวายโซดา 50%,Blue Hawaii 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Blue Hawaii 50% soda (“น้ำบลูฮาวายโซดา 50%”),"blue hawaii flavor, soda","sugar, carbonated water",
40028,40,น้ำบลูฮาวายโซดา 100%,Blue Hawaii 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Blue Hawaii 100% soda (“น้ำบลูฮาวายโซดา 100%”),"blue hawaii flavor, soda",carbonated water,
40029,40,น้ำบลูเบอร์รี่โซดา 50%,Blueberry 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Blueberry 50% soda (“น้ำบลูเบอรี่โซดา 50%”),"blueberry flavor, soda","sugar, carbonated water",
40030,40,น้ำบลูเบอร์รี่โซดา 100%,Blueberry 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Blueberry 100% soda (“น้ำบลูเบอรี่โซดา 100%”),"blueberry juice, soda",carbonated water,
40031,40,น้ำแอปเปิ้ลเขียวโซดา 50%,Green apple 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Green apple 50% soda (“น้ำแอปเปิ้ลเขียวโซดา 50%”),"green apple flavor, soda","sugar, carbonated water",
40032,40,น้ำแอปเปิ้ลเขียวโซดา 100%,Green apple 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Green apple 100% soda (“น้ำแอปเปิ้ลเขียวโซดา 100%”),"green apple juice, soda",carbonated water,
40033,40,น้ำสตรอเบอร์รี่โซดา 50%,Strawberry 50% soda,19,Western/Thai,"Mixed, Sparkling",Beverages,Strawberry 50% soda (“น้ำสตรอเบอรี่โซดา 50%”),soda,"sugar, carbonated water",
40034,40,น้ำสตรอเบอร์รี่โซดา 100%,Strawberry 100% soda,35,Western/Thai,"Mixed, Sparkling",Beverages,Strawberry 100% soda (“น้ำสตรอเบอรี่โซดา 100%”),soda,carbonated water,
40035,40,น้ำผึ้งมะนาวโซดา 50%,Honey lime 50% soda,19,Thai,"Mixed, Sparkling",Beverages,Honey lime 50% soda (“น้ำฮันนี่มะนาวโซดา 50%”),"honey, lime juice, soda","sugar, carbonated water",
40036,40,น้ำผึ้งมะนาวโซดา 100%,Honey lime 100% soda,35,Thai,"Mixed, Sparkling",Beverages,Honey lime 100% soda (“น้ำฮันนี่มะนาวโซดา 100%”),"honey, lime juice, soda",carbonated water,
40037,40,ชามะลิ,Jasmine tea,35,Thai,"Brewed, Mixed",Beverages,Iced jasmine tea (“ชามะลิ”),water,sugar,
40038,40,ชาแอปเปิ้ล,Apple tea,35,Western/Thai,"Brewed, Mixed",Beverages,Apple tea (“ชาแอปเปิ้ล”),"tea base, apple flavor","sugar, water, flavoring",
40039,40,ชาโยเกิร์ต,Yogurt tea,35,Western/Thai,"Brewed, Mixed",Beverages,Yogurt tea (“ชาโยเกิร์ต”),"tea base, yogurt flavor","sugar, water",
40040,40,ชาน้ำผึ้งมะนาว,Honey lime tea,35,Western/Thai,"Brewed, Mixed",Beverages,Honey lime tea (“ชาน้ำผึ้งมะนาว”),"tea base, honey, lime juice","sugar, water",
40041,40,ชาสตรอเบอร์รี่,Strawberry tea,35,Western/Thai,"Brewed, Mixed",Beverages,Strawberry tea (“ชาสตรอเบอร์รี่”),tea base,"sugar, water",
40042,40,ชามะม่วง,Mango tea,35,Western/Thai,"Brewed, Mixed",Beverages,Mango tea (“ชามะม่วง”),"tea base, mango flavor","sugar, water",
40043,40,ชามะนาว,Lemon tea,35,Japanese/Thai,"Brewed, Mixed",Beverages,Melon milk tea (“ชานมเมล่อน”),"milk tea base, melon flavor","sugar, water",
40044,40,ชาบลูเบอรี่,Blueberry tea,35,Japanese/Thai,"Brewed, Mixed",Beverages,Taro milk tea (“ชานมเผือก”),"milk tea base, taro flavor","sugar, water",
40045,40,ชาเสาวรส,Passion fruit tea,35,Western/Thai,"Brewed, Mixed",Beverages,Banana milk tea (“ชานมกล้วย”),"milk tea base, banana flavor","sugar, water",
40046,40,ชาองุ่น,Grape tea,35,Western/Thai,"Brewed, Mixed",Beverages,Cocoa milk tea (“ชานมโกโก้”),"milk tea base, cocoa powder","sugar, water",
40047,40,ชาบ๊วย,Sour plum tea,35,Western/Thai,"Brewed, Mixed",Beverages,Ovaltine milk tea (“ชานมโอวัลติล”),milk tea base,"sugar, water",
40048,40,ชาลิ้นจี่,Lychee tea,35,Western/Thai,"Brewed, Mixed",Beverages,White malt milk tea (“ชานมไวท์มอล์ต”),"milk tea base, white malt","sugar, water",
40049,40,ชากีวี่,Kiwi tea,35,Western/Thai,"Brewed, Mixed",Beverages,Coffee milk tea (“ชานมกาแฟ”),"milk tea base, coffee","sugar, water",
40050,40,ชาพีช,Peach tea,35,Western/Thai,"Brewed, Mixed",Beverages,Caramel milk tea (“ชานมคาราเมล”),"milk tea base, caramel flavor","sugar, water",
40051,40,ชานมไต้หวัน,Taiwanese milk tea,35,Taiwanese,"Brewed, Mixed",Beverages,Taiwanese milk tea (“ชานมไต้หวัน”),"black tea, milk","sugar, water",
40052,40,ชานมบราวน์ชูก้า,Brown sugar milk tea,35,Taiwanese,"Brewed, Mixed",Beverages,Brown sugar milk tea (“ชานมบราวน์ชูก้า”),"black tea, milk, brown sugar syrup",water,
40053,40,ชานมสตอเบอรี่,Strawberry milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Strawberry milk tea (“ชานมสตรอเบอรี่”),"black tea, milk","sugar, water",
40054,40,ชานมเมล่อน,Melon milk tea,35,Japanese/Thai,"Brewed, Mixed",Beverages,Melon milk tea (“ชานมเมล่อน”),"milk tea base, melon flavor","sugar, water",
40055,40,ชานมเผือก,Taro milk tea,35,Thai,"Brewed, Mixed",Beverages,Taro milk tea (“ชานมเผือก”),"milk tea base, taro flavor","sugar, water",
40056,40,ชานมกล้วย,Banana milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Banana milk tea (“ชานมกล้วย”),"milk tea base, banana flavor","sugar, water",
40057,40,ชานมโกโก้,Cocoa milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Cocoa milk tea (“ชานมโกโก้”),"milk tea base, cocoa powder","sugar, water",
40058,40,ชานมโอวัลติล,Ovaltine milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Ovaltine milk tea (“ชานมโอวัลติล”),milk tea base,"sugar, water",
40059,40,ชานมไวท์มอล์ต,White malt milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,White malt milk tea (“ชานมไวท์มอล์ต”),"milk tea base, white malt","sugar, water",
40060,40,ชานมกาแฟ,Coffee milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Coffee milk tea (“ชานมกาแฟ”),"milk tea base, coffee","sugar, water",
40061,40,ชานมคาราเมล,Caramel milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Caramel milk tea (“ชานมคาราเมล”),"milk tea base, caramel flavor","sugar, water",
40062,40,ชานมเฮลเซนัท,Hazelnut milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Hazelnut milk tea (“ชานมเฮลเซนัท”),"milk tea base, hazelnut flavor","sugar, water",
40063,40,ชานมวนิลา,Vanilla milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Vanilla milk tea (“ชานมวนิลา”),"milk tea base, vanilla flavor","sugar, water",
40064,40,ชานมน้ำผึ้ง,Honey milk tea,35,Western/Thai,"Brewed, Mixed",Beverages,Honey milk tea (“ชานมน้ำผึ้ง”),"milk tea base, honey","sugar, water",
40065,40,ชาเขียวมัจฉะ,Matcha green tea,35,Japanese,"Brewed, Mixed",Beverages,Matcha green tea (“ชาเขียวมัจฉะ”),"matcha powder, water, milk",sugar,
40066,40,ชาเขียวมัจฉะโกโก้,Matcha cocoa,35,Japanese,"Brewed, Mixed",Beverages,Matcha cocoa (“ชาเขียวมัจฉะโกโก้”),"matcha, cocoa, water, milk",sugar,
40067,40,ชาเขียวมัจฉะมอล์ต,Matcha malt,35,Japanese,"Brewed, Mixed",Beverages,Matcha malt (“ชาเขียวมัจฉะมอล์ต”),"matcha, malt powder, milk","sugar, water",
40068,40,ชาเขียวมัจฉะแคนตาลูป,Matcha cantaloupe,35,Japanese,"Brewed, Mixed",Beverages,Matcha cantaloupe (“ชาเขียวมัจฉะแคนตาลูป”),"matcha, cantaloupe flavor, milk","sugar, water",
40069,40,ชาไทย,Thai tea,35,Thai,"Brewed, Mixed",Beverages,Thai tea (“ชาไทย”),"thai tea leaves, milk","sugar, water",
40070,40,ชานมกุหลาบ,Rose milk tea,40,Western/Thai,"Brewed, Mixed",Beverages,Rose milk tea (“ชานมกุหลาบ”),"milk tea base, rose flavor","sugar, water",
40071,40,ไข่มุก ท็อปปิ้ง,Boba pearls (topping),5,Asian/Western,Extra topping,Topping,Boba pearls (“ไข่มุก”),tapioca pearls,sugar,
40072,40,ชีส ท็อปปิ้ง,Cheese foam (topping),15,Western/Thai,Extra topping,Topping,Cheese foam (“ชีส”),"cheese, cream mixture","salt, stabilizer",
40073,40,พุดดิ้งนม ท็อปปิ้ง,Milk pudding (topping),15,Western/Thai,Extra topping,Topping,Milk pudding (“พุดดิ้งนม”),milk,sugar,
40074,40,มุกป๊อบ ท็อปปิ้ง,Popping boba (topping),10,Western/Thai,Extra topping,Topping,Popping boba (“มุกป๊อบ”),"fruit juice, flavor",sugar,
40075,40,บุกบราวน์ชูก้า ท็อปปิ้ง,Brown sugar konjac (topping),10,Western/Thai,Extra topping,Topping,Brown sugar konjac (“บุกบราวน์ชูก้า”),"konjac jelly, brown sugar",water,
40076,40,สตรอเบอรี่ สมูทตี้,Strawberry smoothie,40,Western/Thai,Blended,Beverages,Strawberry smoothie (“สตรอเบอรี่ สมูทตี้”),"ice, yogurt","sugar, water",
40077,40,สตรอเบอรี่ sheep มิลล์,“Strawberry Sheep Milk” (milk-based strawberry drink),50,Western/Thai,Mixed/Blended,Beverages,“Strawberry Sheep Milk” (“สตรอเบอรี่ sheep มิลล์”),"sheep brand milk, flavor","sugar, water",
40078,40,สตรอเบอรี่ sheep บานานา,Strawberry & banana “Sheep” smoothie (brand/flavor),50,Western/Thai,Mixed/Blended,Beverages,Strawberry & banana “Sheep” smoothie,"banana, sheep milk, flavor","sugar, water",
40079,40,สตรอเบอรี่ sheep ไพน์แอปเปิ้ล,Strawberry & pineapple “Sheep” smoothie,50,Western/Thai,Mixed/Blended,Beverages,Strawberry & pineapple “Sheep” smoothie,"pineapple, sheep milk","sugar, water",
40080,40,สตรอเบอรี่ sheep เลม่อน,Strawberry & lemon “Sheep” smoothie,50,Western/Thai,Mixed/Blended,Beverages,Strawberry & lemon “Sheep” smoothie,"lemon, sheep milk","sugar, water",
40081,40,สตรอเบอรี่ sheep ไลม์,Strawberry & lime “Sheep” smoothie,50,Western/Thai,Mixed/Blended,Beverages,Strawberry & lime “Sheep” smoothie,"lime, sheep milk","sugar, water",
40082,40,สตรอเบอรี่ sheep โกโก้,Strawberry & cocoa “Sheep” smoothie,50,Western/Thai,Mixed/Blended,Beverages,Strawberry & cocoa “Sheep” smoothie,"cocoa, sheep milk","sugar, water",
40083,40,สตรอเบอรี่ sheep โยเกิร์ต,Strawberry & yogurt “Sheep” smoothie (yogurt smoothie),50,Western/Thai,Mixed/Blended,Beverages,Strawberry & yogurt “Sheep” smoothie,"yogurt, sheep milk","sugar, water",
40084,40,สตรอเบอรี่ sheep เม็ดเจีย,Strawberry smoothie with chia seeds (“Sheep” brand/flavor),50,Western/Thai,Mixed/Blended,Beverages,Strawberry & chia seeds “Sheep” smoothie,"chia seeds, sheep milk","sugar, water",
40085,40,สตรอเบอรี่ sheep ลิ้นจี่,Strawberry & lychee “Sheep” smoothie,50,Western/Thai,Mixed/Blended,Beverages,Strawberry & lychee “Sheep” smoothie,"lychee, sheep milk","sugar, water",
40086,40,อะโวคาโดนมสดปั่น,Avocado milkshake,45,International,Blended,Beverages,Avocado milkshake (“อะโวคาโดนมสดปั่น”),"avocado, milk","sugar, water",
40087,40,อะโวคาโดน้ำผึ้งหลวงปั่น,Avocado & honey milkshake,50,International,Blended,Beverages,Avocado & honey milkshake (“อะโวคาโดน้ำผึ้งหลวงปั่น”),"avocado, honey, milk","sugar, water",
40088,40,อะโวคาโดมะพร้าวหอมปั่น,Avocado & fragrant coconut smoothie,60,Tropical,Blended,Beverages,Avocado & fragrant coconut smoothie (“อะโวคาโดมะพร้าวหอมปั่น”),"avocado, fragrant coconut","sugar, water",
40089,40,อะโวคาโดกล้วยปั่น,Avocado & banana smoothie,50,International,Blended,Beverages,Avocado & banana smoothie (“อะโวคาโดกล้วยปั่น”),"avocado, banana","sugar, water, milk",
40090,40,อะโวคาโดโยเกิร์ตปั่น,Avocado yogurt smoothie,50,International,Blended,Beverages,Avocado yogurt smoothie (“อะโวคาโดโยเกิร์ตปั่น”),"avocado, yogurt","sugar, water",
40091,40,กีวี่ปั่น,Kiwi smoothie,40,Tropical,Blended,Beverages,Kiwi smoothie (“กีวี่ปั่น”),kiwi,"sugar, water",
40092,40,กีวี่นมสดปั่น,Kiwi milkshake,50,Tropical,Blended,Beverages,Kiwi milkshake (“กีวี่นมสดปั่น”),"kiwi, milk","sugar, water",
40093,40,กีวี่เลม่อนปั่น,Kiwi & lemon smoothie,50,Tropical,Blended,Beverages,Kiwi & lemon smoothie (“กีวี่เลม่อนปั่น”),"kiwi, lemon","sugar, water",
40094,40,กีวี่โยเกิร์ตปั่น,Kiwi yogurt smoothie,50,Tropical,Blended,Beverages,Kiwi yogurt smoothie (“กีวี่โยเกิร์ตปั่น”),"kiwi, yogurt","sugar, water",
40095,40,พีชปั่น,Peach smoothie,40,Tropical,Blended,Beverages,Peach smoothie (“พีชปั่น”),peach,"sugar, water",
40096,40,พีชนมสดปั่น,Peach milkshake,50,Tropical,Blended,Beverages,Peach milkshake (“พีชนมสดปั่น”),"peach, milk","sugar, water",
40097,40,พีชเลม่อนปั่น,Peach & lemon smoothie,50,Tropical,Blended,Beverages,Peach & lemon smoothie (“พีชเลม่อนปั่น”),"peach, lemon","sugar, water",
40098,40,พีชโยเกิร์ตปั่น,Peach yogurt smoothie,50,Tropical,Blended,Beverages,Peach yogurt smoothie (“พีชโยเกิร์ตปั่น”),"peach, yogurt","sugar, water",
40099,40,เสาวรสปั่น,Passion fruit smoothie,40,Tropical,Blended,Beverages,Passion fruit smoothie (“เสาวรสปั่น”),passion fruit,"sugar, water",
40100,40,เสาวรสนมสดปั่น,Passion fruit milkshake,50,Tropical,Blended,Beverages,Passion fruit milkshake (“เสาวรสนมสดปั่น”),"passion fruit, milk","sugar, water",
40101,40,เสาวรสเลม่อนปั่น,Passion fruit & lemon smoothie,50,Tropical,Blended,Beverages,Passion fruit & lemon smoothie (“เสาวรสเลม่อนปั่น”),"passion fruit, lemon","sugar, water",
40102,40,เสาวรสโยเกิร์ตปั่น,Passion fruit yogurt smoothie,50,Tropical,Blended,Beverages,Passion fruit yogurt smoothie (“เสาวรสโยเกิร์ตปั่น”),"passion fruit, yogurt","sugar, water",
40103,40,บลูเบอรี่ปั่น,Blueberry smoothie,45,Western/Thai,Blended,Beverages,Blueberry smoothie (“บลูเบอรี่ปั่น”),"blueberry, ice","sugar, flavoring",
40104,40,บลูเบอรี่นมสดปั่น,Blueberry milkshake,55,Western/Thai,Blended,Beverages,Blueberry milkshake (“บลูเบอรี่นมสดปั่น”),"blueberry, milk","sugar, water",
40105,40,บลูเบอรี่เลม่อนปั่น,Blueberry & lemon smoothie,55,Western/Thai,Blended,Beverages,Blueberry & lemon smoothie (“บลูเบอรี่เลม่อนปั่น”),"blueberry, lemon","sugar, water",
40106,40,บลูเบอรี่โยเกิร์ตปั่น,Blueberry yogurt smoothie,55,Western/Thai,Blended,Beverages,Blueberry yogurt smoothie (“บลูเบอรี่โยเกิร์ตปั่น”),"blueberry, yogurt","sugar, water",
40107,40,ราสเบอรี่ปั่น,Raspberry smoothie,40,Western/Thai,Blended,Beverages,Raspberry smoothie (“ราสเบอรี่ปั่น”),raspberry,"sugar, water",
40108,40,ราสเบอรี่นมสดปั่น,Raspberry milkshake,50,Western/Thai,Blended,Beverages,Raspberry milkshake (“ราสเบอรี่นมสดปั่น”),"raspberry, milk","sugar, water",
40109,40,ราสเบอรี่เลม่อนปั่น,Raspberry & lemon smoothie,50,Western/Thai,Blended,Beverages,Raspberry & lemon smoothie (“ราสเบอรี่เลม่อนปั่น”),"raspberry, lemon","sugar, water",
40110,40,ราสเบอรี่โยเกิร์ตปั่น,Raspberry yogurt smoothie,50,Western/Thai,Blended,Beverages,Raspberry yogurt smoothie (“ราสเบอรี่โยเกิร์ตปั่น”),"raspberry, yogurt","sugar, water",
40111,40,มิกซ์เบอรี่ปั่น,Mixed berry smoothie,45,Western/Thai,Blended,Beverages,Mixed berry smoothie (“มิกซ์เบอรี่ปั่น”),mixed berries,"sugar, water",
40112,40,มิกซ์เบอรี่นมสดปั่น,Mixed berry milkshake,55,Western/Thai,Blended,Beverages,Mixed berry milkshake (“มิกซ์เบอรี่นมสดปั่น”),"mixed berries, milk","sugar, water",
40113,40,มิกซ์เบอรี่เลม่อนปั่น,Mixed berry & lemon smoothie,55,Western/Thai,Blended,Beverages,Mixed berry & lemon smoothie (“มิกซ์เบอรี่เลม่อนปั่น”),"mixed berries, lemon","sugar, water",
40114,40,มิกซ์เบอรี่โยเกิร์ตปั่น,Mixed berry yogurt smoothie,55,Western/Thai,Blended,Beverages,Mixed berry yogurt smoothie (“มิกซ์เบอรี่โยเกิร์ตปั่น”),"mixed berries, yogurt","sugar, water",
40115,40,ส้มวาเนเซียปั่น,Valencia orange smoothie,40,Tropical,Blended,Beverages,Valencia orange smoothie (“ส้มวาเนเซียปั่น”),valencia orange,"sugar, water",
40116,40,ส้มวาเนเซียนมสดปั่น,Valencia orange milkshake,50,Tropical,Blended,Beverages,Valencia orange milkshake (“ส้มวาเนเซียนมสดปั่น”),"valencia orange, milk","sugar, water",
40117,40,ส้มวาเนเซียเลม่อนปั่น,Valencia orange & lemon smoothie,50,Tropical,Blended,Beverages,Valencia orange & lemon smoothie (“ส้มวาเนเซียเลม่อนปั่น”),"valencia orange, lemon","sugar, water",
40118,40,ส้มวาเนเซียโยเกิร์ตปั่น,Valencia orange yogurt smoothie,50,Tropical,Blended,Beverages,Valencia orange yogurt smoothie (“ส้มวาเนเซียโยเกิร์ตปั่น”),"valencia orange, yogurt","sugar, water",
40119,40,แครนเบอรี่ปั่น,Cranberry smoothie,40,Western/Thai,Blended,Beverages,Cranberry smoothie (“แครนเบอรี่ปั่น”),cranberry,"sugar, water",
40120,40,แครนเบอรี่นมสดปั่น,Cranberry milkshake,50,Western/Thai,Blended,Beverages,Cranberry milkshake (“แครนเบอรี่นมสดปั่น”),"cranberry, milk","sugar, water",
40121,40,แครนเบอรี่เลม่อนปั่น,Cranberry & lemon smoothie,50,Western/Thai,Blended,Beverages,Cranberry & lemon smoothie (“แครนเบอรี่เลม่อนปั่น”),"cranberry, lemon","sugar, water",
40122,40,แครนเบอรี่โยเกิร์ตปั่น,Cranberry yogurt smoothie,50,Western/Thai,Blended,Beverages,Cranberry yogurt smoothie (“แครนเบอรี่โยเกิร์ตปั่น”),"cranberry, yogurt","sugar, water",
40123,40,ลิ้นจี่ปั่น,Lychee smoothie,40,Tropical,Blended,Beverages,Lychee smoothie (“ลิ้นจี่ปั่น”),lychee,"sugar, water",
40124,40,ลิ้นจี่นมสดปั่น,Lychee milkshake,50,Tropical,Blended,Beverages,Lychee milkshake (“ลิ้นจี่นมสดปั่น”),"lychee, milk","sugar, water",
40125,40,ลิ้นจี่เลม่อนปั่น,Lychee & lemon smoothie,50,Tropical,Blended,Beverages,Lychee & lemon smoothie (“ลิ้นจี่เลม่อนปั่น”),"lychee, lemon","sugar, water",
40126,40,ลิ้นจี่โยเกิร์ตปั่น,Lychee yogurt smoothie,50,Tropical,Blended,Beverages,Lychee yogurt smoothie (“ลิ้นจี่โยเกิร์ตปั่น”),"lychee, yogurt","sugar, water",
40127,40,นมหมี original,Bear Brand milk (original),30,International,Chilled/Pasteurized,Beverages,Bear Brand milk (original) (“นมหมี original”),bear brand milk,,
40128,40,นมหมีน้ำผึ้ง,Bear Brand milk with honey,35,International,Mixed/Chilled,Beverages,Bear Brand milk w/ honey (“นมหมีน้ำผึ้ง”),"bear brand milk, honey","sugar, milk",
40129,40,นมหมีมอล์ต,Bear Brand malt milk,35,International,Mixed/Chilled,Beverages,Bear Brand malt milk (“นมหมีมอล์ต”),"bear brand milk, malt",sugar,
40130,40,นมหมีโกโก้,Bear Brand cocoa milk,35,International,Mixed/Chilled,Beverages,Bear Brand cocoa milk (“นมหมีโกโก้”),"bear brand milk, cocoa",sugar,
40131,40,นมหมีคาราเมล,Bear Brand caramel milk,35,International,Mixed/Chilled,Beverages,Bear Brand caramel milk (“นมหมีคาราเมล”),"bear brand milk, caramel flavor",sugar,
40132,40,นมหมีปั่น original,Bear Brand milkshake (original),35,International,Blended,Beverages,Bear Brand milkshake (original) (“นมหมีปั่น original”),bear brand milk,"sugar, water",
40133,40,นมหมีปั่นคิทแคท,Bear Brand KitKat milkshake,50,International,Blended,Beverages,Bear Brand KitKat milkshake (“นมหมีปั่นคิทแคท”),"bear brand milk, kitkat chocolate","sugar, water",
40134,40,นมหมีปั่นโอริโอ้,Bear Brand Oreo milkshake,45,International,Blended,Beverages,Bear Brand Oreo milkshake (“นมหมีปั่นโอริโอ้”),"bear brand milk, oreo","sugar, water",
40135,40,นมหมีปั่นน้ำผึ้ง,Bear Brand honey milkshake,45,International,Blended,Beverages,Bear Brand honey milkshake (“นมหมีปั่นน้ำผึ้ง”),"bear brand milk, honey","sugar, water",
40136,40,นมหมีปั่นมอล์ต,Bear Brand malt milkshake,45,International,Blended,Beverages,Bear Brand malt milkshake (“นมหมีปั่นมอล์ต”),"bear brand milk, malt","sugar, water",
40137,40,นมหมีปั่นโกโก้,Bear Brand cocoa milkshake,45,International,Blended,Beverages,Bear Brand cocoa milkshake (“นมหมีปั่นโกโก้”),"bear brand milk, cocoa","sugar, water",
